hour_sin,hour_cos,sunset_proximity,sunrise_hour_norm,sunset_hour_norm,weather,presence,color_temp,brightness,color_temp_norm,brightness_norm
-0.5757551,0.8176222,0.03724105,0.2387675,0.7387908,0.0,1.0,3492.0083,55.201355,0.20842326,0.5520136
0.7128396,-0.7013271,0.0,0.27171132,0.7619692,0.0,1.0,4801.5947,65.52763,0.55305123,0.65527636
-0.72984904,0.68360835,0.54920286,0.24051031,0.7488954,0.75,0.0,2700.0,0.0,0.0,0.0
0.4447316,-0.8956639,0.0,0.23224504,0.7603012,0.5,1.0,4766.6274,77.89174,0.5438494,0.7789174
-0.84309185,0.53776956,1.0,0.23536123,0.7994646,0.0,1.0,3466.687,70.68163,0.20175976,0.7068163
-0.90984106,0.41495687,1.0,0.27785394,0.74037933,0.75,1.0,3504.577,88.37203,0.21173076,0.88372034
-0.7806388,0.6249824,0.7271001,0.26913938,0.7513719,0.25,1.0,3447.2983,71.59863,0.19665746,0.7159863
-0.28078043,-0.95977205,0.0,0.2520662,0.756458,0.0,1.0,4168.413,59.908012,0.38642448,0.59908015
0.24693981,-0.9690308,0.0,0.25922358,0.7565301,1.0,1.0,4852.318,90.65863,0.56639946,0.9065863
-0.9720011,-0.23497634,0.5088368,0.26872402,0.7531796,0.75,1.0,3464.651,82.86693,0.20122392,0.82866925
-0.99878347,-0.049311325,1.0,0.2675654,0.7370913,0.75,0.0,2700.0,0.0,0.0,0.0
-0.99610674,0.08815519,0.45970258,0.23775466,0.8090733,0.0,1.0,4245.337,66.11812,0.4066676,0.6611812
-0.942238,0.33494422,1.0,0.24500312,0.7783397,0.75,1.0,3509.3604,87.743286,0.21298955,0.8774329
-0.80965674,-0.58690375,0.0,0.26183116,0.79282695,0.5,1.0,4248.4863,73.120834,0.4074964,0.7312084
-0.8901836,-0.45560196,0.25883523,0.23648565,0.73647577,1.0,0.0,2700.0,0.0,0.0,0.0
-0.9772501,-0.21209005,0.50820017,0.27111864,0.7569698,0.25,1.0,3507.032,69.22232,0.21237685,0.6922232
0.35858938,-0.9334954,0.0,0.2390174,0.74148196,0.25,1.0,4768.244,72.74973,0.5442747,0.72749734
-0.13479134,-0.990874,0.0,0.2876754,0.7941918,0.5,1.0,4200.343,73.76658,0.39482704,0.7376658
-0.31579736,0.9488267,0.21416555,0.23657158,0.8000445,0.5,1.0,3439.8943,49.692257,0.19470903,0.49692258
-0.86607593,-0.49991247,0.0,0.25756153,0.79794997,0.5,0.0,2700.0,0.0,0.0,0.0
0.2534785,-0.967341,0.0,0.24803713,0.8057035,0.25,1.0,4757.617,71.66441,0.54147816,0.7166441
-0.27154395,0.96242607,0.0,0.2814727,0.73803496,0.75,1.0,3522.804,50.207363,0.21652737,0.50207365
-0.65943086,0.7517652,0.90198404,0.23810554,0.79389733,0.0,0.0,2700.0,0.0,0.0,0.0
0.6355114,-0.7720915,0.0,0.23142684,0.72961915,1.0,1.0,4740.208,91.24428,0.5368969,0.9124428
-0.9108432,0.41275254,1.0,0.23274367,0.79591364,0.0,1.0,3505.9336,69.57268,0.21208781,0.69572675
-0.9994034,-0.03453669,1.0,0.24177805,0.739577,0.75,0.0,2700.0,0.0,0.0,0.0
-0.624635,-0.78091687,0.0,0.28236237,0.7421011,0.5,1.0,4173.356,70.2792,0.38772526,0.7027919
0.35765937,-0.93385214,0.0,0.26738814,0.7337084,0.5,1.0,4814.2407,75.939186,0.5563792,0.75939184
-0.7014424,0.7127261,0.41829467,0.23489922,0.7444611,0.5,0.0,2700.0,0.0,0.0,0.0
-0.3435461,0.9391358,0.0,0.26894218,0.77686775,0.25,1.0,3539.6199,50.54288,0.22095259,0.50542885
0.22763082,-0.9737475,0.0,0.26974374,0.80754954,0.5,1.0,4796.066,78.075066,0.5515963,0.78075063
-0.22544028,-0.974257,0.0,0.23754758,0.7523396,0.25,0.0,2700.0,0.0,0.0,0.0
0.21303594,-0.97704434,0.0,0.26883098,0.76348424,0.25,1.0,4752.313,69.99995,0.54008234,0.69999945
-0.8661833,-0.4997265,0.0,0.25531667,0.7686777,0.25,0.0,2700.0,0.0,0.0,0.0
0.53691417,-0.8436369,0.0,0.2730418,0.78316236,0.5,1.0,4818.575,77.77799,0.5575198,0.7777799
-0.93485534,0.35502893,1.0,0.26829246,0.75922143,0.5,1.0,3542.9963,82.83462,0.22184117,0.8283462
-0.69424725,0.7197366,1.0,0.26168385,0.79582256,1.0,1.0,3474.4539,95.645454,0.20380366,0.9564545
-0.5878717,-0.8089542,0.0,0.28179124,0.7337973,0.0,0.0,2700.0,0.0,0.0,0.0
0.316379,-0.9486329,0.0,0.248785,0.7910577,0.25,0.0,2700.0,0.0,0.0,0.0
0.9978656,-0.065300815,0.0,0.252433,0.74196774,0.75,1.0,4754.925,82.67078,0.5407697,0.8267078
-0.05328474,-0.9985794,0.0,0.27742323,0.7550801,1.0,1.0,4153.1714,85.69762,0.38241348,0.8569762
-0.15470405,-0.9879609,0.0,0.24223277,0.772924,0.5,0.0,2700.0,0.0,0.0,0.0
0.74598086,-0.66596735,0.0,0.2909875,0.77549744,0.0,1.0,4840.0737,63.668457,0.5631772,0.63668454
0.80791837,-0.5892944,0.0,0.23416975,0.79211086,0.25,1.0,4846.9414,71.637344,0.5649846,0.71637344
0.7834591,-0.6214433,0.0,0.23195724,0.74857104,0.0,1.0,4783.837,65.95621,0.5483781,0.65956205
-0.8620144,-0.50688374,0.0,0.24439588,0.7994657,0.25,0.0,2700.0,0.0,0.0,0.0
-0.9541626,-0.29928863,0.6113955,0.2768481,0.734009,0.5,1.0,3521.2056,75.15813,0.21610671,0.75158125
0.06442078,-0.99792284,0.0,0.27720588,0.800168,0.75,1.0,4790.7876,83.61936,0.55020726,0.83619356
-0.8635417,-0.5042774,0.0,0.26034272,0.7734509,0.75,1.0,4197.8794,77.4168,0.39417884,0.774168
-0.58889866,0.80820686,0.1442328,0.25034514,0.7451336,0.5,0.0,2700.0,0.0,0.0,0.0
0.9939036,-0.11025298,0.0,0.2483876,0.77903974,1.0,1.0,4807.861,89.89803,0.55470026,0.8989803
-0.9999196,-0.012678889,0.74827856,0.26793903,0.7689588,0.5,1.0,3510.9036,78.345406,0.21339568,0.783454
-0.9978275,0.065881476,1.0,0.28334177,0.73867536,1.0,1.0,3464.7017,97.99594,0.20123725,0.9799594
-0.77760124,-0.6287577,0.0,0.2907028,0.7531857,0.5,1.0,4150.4473,75.23195,0.38169664,0.75231946
0.9834405,-0.18123108,0.0,0.29076293,0.7679145,0.75,1.0,4815.4624,81.087555,0.5567006,0.8108756
-0.9246195,0.38089204,1.0,0.2792954,0.8062251,0.0,1.0,3513.4429,71.14439,0.21406394,0.7114439
-0.0878355,-0.996135,0.0,0.27137327,0.78860486,0.0,0.0,2700.0,0.0,0.0,0.0
-0.95476717,0.29735446,1.0,0.27922115,0.733247,0.75,1.0,3543.5354,87.82903,0.22198299,0.87829036
-0.77909786,0.62690234,0.4855422,0.27149713,0.73163396,0.0,1.0,3487.651,61.482956,0.20727654,0.61482954
-0.9883914,-0.15192904,0.1053642,0.25091863,0.8002787,0.0,1.0,4141.895,60.97256,0.37944603,0.6097256
-0.19457191,-0.98088825,0.0,0.24089128,0.7362343,0.0,1.0,4155.168,60.786762,0.3829389,0.6078676
-0.89959544,0.43672422,1.0,0.25466305,0.74056846,1.0,1.0,3448.0798,95.92288,0.19686311,0.9592289
-0.1745783,-0.9846433,0.0,0.2375646,0.7596149,1.0,1.0,4217.6177,83.34439,0.39937308,0.8334439
0.99690974,-0.07855547,0.0,0.25062245,0.7641985,0.25,1.0,4799.473,68.71206,0.5524929,0.68712056
-0.7421916,-0.6701878,0.0,0.24386023,0.7562786,0.0,1.0,4184.3184,60.7231,0.39061013,0.607231
-0.9868809,0.16145013,1.0,0.24787812,0.749281,0.5,1.0,3510.4805,83.753716,0.21328434,0.8375371
-0.73194665,0.681362,1.0,0.27866507,0.79448533,0.0,1.0,3518.7524,71.22517,0.2154612,0.71225166
-0.28152186,0.9595548,0.08262497,0.28557628,0.79479915,0.5,1.0,3523.724,49.281345,0.21676949,0.49281344
0.898924,-0.4381046,0.0,0.2612124,0.7652477,0.5,1.0,4732.447,78.92808,0.5348544,0.78928083
0.89675164,-0.44253418,0.0,0.23326232,0.7670932,0.0,0.0,2700.0,0.0,0.0,0.0
-0.6639574,-0.7477704,0.0,0.2361417,0.7612087,0.25,0.0,2700.0,0.0,0.0,0.0
0.9639341,-0.26614088,0.0,0.24804614,0.76201046,0.5,0.0,2700.0,0.0,0.0,0.0
-0.2795853,-0.96012086,0.0,0.28308946,0.72926944,0.0,0.0,2700.0,0.0,0.0,0.0
-0.637191,-0.77070594,0.0,0.25612462,0.7942151,0.25,1.0,4197.1147,64.71658,0.39397752,0.6471658
0.13510926,-0.9908307,0.0,0.27187032,0.7481877,0.0,1.0,4823.0195,65.42388,0.55868936,0.6542388
0.97672784,-0.2144825,0.0,0.23857005,0.7331145,0.25,1.0,4808.344,70.96849,0.55482745,0.7096849
0.99915093,-0.041199826,0.0,0.236081,0.78084576,0.0,0.0,2700.0,0.0,0.0,0.0
0.47534904,-0.8797973,0.0,0.28225636,0.7295618,0.5,1.0,4853.9277,78.896255,0.5668231,0.7889626
0.7489605,-0.6626147,0.0,0.24505813,0.8057328,0.75,1.0,4861.463,82.2274,0.568806,0.82227397
-0.32415468,0.9460041,0.17969249,0.2490666,0.7957678,0.25,1.0,3537.49,50.66382,0.2203921,0.50663817
-0.26852733,-0.96327204,0.0,0.23103134,0.7580399,0.25,0.0,2700.0,0.0,0.0,0.0
0.996414,-0.08461189,0.0,0.27342236,0.79071504,0.0,1.0,4807.6562,67.03883,0.55464643,0.6703883
-0.87820673,-0.4782813,0.12461572,0.27248514,0.7435787,0.0,0.0,2700.0,0.0,0.0,0.0
-0.634186,-0.7731805,0.0,0.2302029,0.81192374,1.0,0.0,2700.0,0.0,0.0,0.0
-0.85791165,-0.5137973,0.0,0.28419045,0.77385,0.0,1.0,4195.4683,58.376358,0.39354432,0.5837636
0.97482926,-0.22295277,0.0,0.270643,0.79885375,0.5,1.0,4829.871,77.31597,0.5604924,0.77315974
0.515389,-0.8569563,0.0,0.2673398,0.7752951,0.75,1.0,4811.3784,84.26691,0.5556259,0.84266907
-0.9960855,0.08839461,0.9997695,0.29063022,0.76410604,0.5,1.0,3493.9375,82.82239,0.20893092,0.8282239
-0.92059153,0.3905268,1.0,0.23504616,0.8033047,0.5,1.0,3507.3232,81.89701,0.21245345,0.8189701
0.78703827,-0.61690414,0.0,0.24163803,0.8007486,1.0,0.0,2700.0,0.0,0.0,0.0
-0.605869,0.7955644,0.8714124,0.2750101,0.8023638,0.0,1.0,3496.4717,68.11756,0.20959781,0.68117565
-0.9873096,0.15880747,1.0,0.26478752,0.7378846,0.5,1.0,3477.4133,81.93029,0.20458244,0.8193029
-0.9169567,0.39898667,0.9893119,0.27564168,0.731095,0.0,0.0,2700.0,0.0,0.0,0.0
-0.34689832,0.93790275,0.0,0.28463987,0.7620525,0.25,1.0,3595.3657,50.54821,0.23562253,0.50548214
-0.8494536,-0.5276633,0.0,0.287628,0.7681367,0.25,1.0,4200.9326,67.6129,0.39498225,0.67612904
-0.18218885,-0.98326355,0.0,0.2719518,0.7574565,0.0,0.0,2700.0,0.0,0.0,0.0
-0.44621202,0.89492726,0.5143997,0.2762607,0.8025863,0.0,0.0,2700.0,0.0,0.0,0.0
0.32690609,-0.94505686,0.0,0.26179242,0.7682014,0.0,0.0,2700.0,0.0,0.0,0.0
0.4042293,-0.91465765,0.0,0.28912494,0.7835433,0.0,1.0,4741.242,62.16208,0.53716904,0.62162083
0.43253815,-0.9016156,0.0,0.2839611,0.80430347,0.0,1.0,4766.667,66.42147,0.5438597,0.66421473
-0.45376065,0.8911236,0.20240563,0.24819583,0.7752415,0.0,0.0,2700.0,0.0,0.0,0.0
0.9082939,-0.41833258,0.0,0.26306444,0.74294263,0.75,1.0,4790.6475,83.80787,0.5501704,0.83807874
-0.7960764,0.6051961,0.8798208,0.24766871,0.76010436,0.5,1.0,3503.0767,81.28185,0.21133594,0.81281847
-0.9565595,0.29153726,0.9188783,0.23670763,0.8038435,0.0,1.0,3502.0977,66.86765,0.21107832,0.6686765
-0.81053233,0.5856939,0.8001914,0.25728288,0.74960494,0.0,1.0,3534.7253,68.48398,0.21966453,0.6848398
-0.73115534,0.682211,0.56090784,0.24469207,0.7495664,0.25,1.0,3473.9897,69.18676,0.20368154,0.6918676
-0.68914986,0.72461885,0.7318406,0.25982967,0.77331215,0.75,1.0,3493.032,85.3483,0.20869261,0.85348296
0.8329456,-0.553355,0.0,0.2592936,0.8086005,0.0,1.0,4817.6865,65.46443,0.5572859,0.6546443
0.6022624,-0.79829824,0.0,0.23660125,0.8055707,0.0,0.0,2700.0,0.0,0.0,0.0
0.13933016,-0.990246,0.0,0.25419486,0.7734905,0.5,1.0,4712.082,78.00376,0.5294953,0.78003764
-0.87741,0.47974128,1.0,0.23872149,0.80588883,0.5,1.0,3478.637,80.756355,0.20490445,0.80756354
0.046880897,-0.9989005,0.0,0.27609408,0.7953029,0.75,1.0,4803.9307,86.17531,0.553666,0.8617531
-0.3695416,-0.9292142,0.0,0.2912522,0.7525747,0.5,0.0,2700.0,0.0,0.0,0.0
0.9620939,-0.2727184,0.0,0.23868708,0.7818569,0.25,0.0,2700.0,0.0,0.0,0.0
-0.17702436,-0.9842065,0.0,0.2745529,0.7675916,1.0,1.0,4157.4946,84.38149,0.38355124,0.84381497
-0.50843906,-0.861098,0.0,0.24024388,0.7856745,1.0,1.0,4218.9595,85.56158,0.39972618,0.8556158
-0.41717458,-0.90882635,0.0,0.29115465,0.77345115,0.75,1.0,4226.1167,78.02582,0.40160966,0.7802581
-0.4752929,0.8798276,0.25776634,0.25436294,0.7759849,0.25,1.0,3503.6353,51.150234,0.21148299,0.5115023
-0.6251471,0.7805069,0.4479229,0.2505643,0.7631797,0.25,1.0,3500.0898,68.91971,0.21054995,0.68919706
0.9178271,-0.39698032,0.0,0.27059853,0.73081386,0.5,1.0,4843.269,75.64778,0.5640182,0.75647783
-0.94871825,0.31612286,1.0,0.27090725,0.7399469,0.75,0.0,2700.0,0.0,0.0,0.0
0.33933076,-0.9406671,0.0,0.2713377,0.80502725,0.0,1.0,4818.484,65.614746,0.5574958,0.6561474
-0.9998002,-0.019987388,0.5863462,0.24511085,0.7812899,1.0,1.0,3535.6292,90.363495,0.21990238,0.9036349
-0.20650159,-0.97844625,0.0,0.2541705,0.8020923,0.5,0.0,2700.0,0.0,0.0,0.0
-0.9107413,-0.4129773,0.1147176,0.28254068,0.756018,0.25,1.0,4220.957,69.4316,0.40025184,0.694316
-0.9467147,-0.3220734,0.0,0.28620866,0.8061562,0.25,0.0,2700.0,0.0,0.0,0.0
-0.8186779,0.574253,1.0,0.27695838,0.79271585,1.0,1.0,3458.6804,98.667694,0.19965278,0.98667693
0.48087093,-0.8767914,0.0,0.2452797,0.7779968,0.5,1.0,4843.6216,77.26947,0.56411093,0.7726947
-0.88217384,0.47092387,1.0,0.22963585,0.7571775,0.75,0.0,2700.0,0.0,0.0,0.0
-0.9179952,0.3965914,1.0,0.27756265,0.7388087,0.75,0.0,2700.0,0.0,0.0,0.0
-0.16446163,-0.9863835,0.0,0.2387894,0.7644,1.0,0.0,2700.0,0.0,0.0,0.0
-0.927285,-0.37435618,0.37918496,0.23351921,0.74066645,1.0,1.0,4201.8574,91.33666,0.39522564,0.9133667
-0.6992079,0.7149184,0.4051394,0.28119975,0.74386305,0.5,0.0,2700.0,0.0,0.0,0.0
-0.308873,-0.95110327,0.0,0.27205184,0.78355724,0.5,1.0,4236.7886,71.515915,0.4044181,0.7151592
0.9115772,-0.41112885,0.0,0.24906206,0.7676007,0.5,1.0,4817.95,78.42115,0.55735534,0.7842115
-0.9888279,-0.14906196,0.14301687,0.28117418,0.7976026,0.25,1.0,4225.2065,70.3506,0.40137017,0.703506
-0.98179567,0.18994027,1.0,0.2849811,0.7411591,0.75,1.0,3534.0105,88.868484,0.21947643,0.8886848
0.7755067,-0.6313394,0.0,0.23246711,0.7292099,0.5,0.0,2700.0,0.0,0.0,0.0
-0.36261287,-0.93193984,0.0,0.26993278,0.7977606,0.75,0.0,2700.0,0.0,0.0,0.0
0.73325276,-0.67995614,0.0,0.28061196,0.7740785,0.0,1.0,4841.451,63.971222,0.5635398,0.6397122
-0.18382761,-0.9829585,0.0,0.2761872,0.7711815,0.5,1.0,4251.564,72.50569,0.40830627,0.72505695
-0.06654569,-0.99778336,0.0,0.27613485,0.73907584,0.0,0.0,2700.0,0.0,0.0,0.0
0.9276702,-0.3734007,0.0,0.2806109,0.76237553,0.0,0.0,2700.0,0.0,0.0,0.0
-0.29988912,0.95397407,0.0,0.25721225,0.76190984,0.0,1.0,3544.1887,50.00201,0.2221549,0.5000201
-0.7363447,0.6766066,0.61978245,0.27017128,0.753257,0.0,0.0,2700.0,0.0,0.0,0.0
-0.99177223,0.12801512,0.78463084,0.28095084,0.7883777,0.5,1.0,3489.0925,78.65184,0.20765592,0.7865184
-0.894134,-0.4477996,0.0,0.25533268,0.79232585,0.25,1.0,4177.1406,63.84969,0.38872126,0.63849694
-0.14382455,-0.9896032,0.0,0.24883851,0.7761746,0.0,1.0,4218.986,58.799683,0.3997331,0.58799684
0.99998873,-0.004750831,0.0,0.26955983,0.7434967,0.0,1.0,4845.953,64.78852,0.56472456,0.6478852
-0.5210602,-0.8535199,0.0,0.24261531,0.7779809,1.0,0.0,2700.0,0.0,0.0,0.0
0.64480346,-0.76434845,0.0,0.23536398,0.74641544,0.5,0.0,2700.0,0.0,0.0,0.0
-0.30564842,-0.95214444,0.0,0.28293428,0.7558664,0.0,0.0,2700.0,0.0,0.0,0.0
-0.03478551,-0.9993948,0.0,0.24571711,0.78004044,0.0,1.0,4194.4214,59.266384,0.39326876,0.5926638
-0.5436874,0.8392878,0.46740296,0.23637457,0.7807974,0.0,0.0,2700.0,0.0,0.0,0.0
0.85624826,-0.5165645,0.0,0.28040472,0.77300507,0.75,1.0,4772.973,84.923836,0.54551923,0.8492384
-0.21341518,-0.9769616,0.0,0.26522046,0.7963492,0.25,1.0,4166.317,65.425674,0.38587287,0.6542567
-0.6039467,-0.7970247,0.0,0.25296244,0.76229376,0.25,1.0,4200.7974,65.06121,0.39494672,0.6506121
0.1413015,-0.98996663,0.0,0.2833007,0.7782776,0.0,0.0,2700.0,0.0,0.0,0.0
-0.025506299,-0.9996747,0.0,0.26873848,0.80639744,0.25,1.0,4194.853,63.538456,0.3933824,0.63538456
0.10518929,-0.99445224,0.0,0.2580303,0.7840628,0.25,1.0,4781.1455,70.16191,0.5476698,0.70161915
0.032084893,-0.99948514,0.0,0.23954558,0.78942615,0.25,0.0,2700.0,0.0,0.0,0.0
-0.16021992,-0.98708135,0.0,0.2763879,0.7506185,0.0,1.0,4219.8623,58.745914,0.3999638,0.58745915
-0.88568234,-0.46429175,0.0,0.28826165,0.7618737,0.5,0.0,2700.0,0.0,0.0,0.0
-0.56504476,0.82506025,0.5772654,0.23157555,0.7858682,0.5,0.0,2700.0,0.0,0.0,0.0
-0.80365276,-0.59509856,0.0,0.28242576,0.7705348,0.0,1.0,4201.814,61.193756,0.39521423,0.6119376
-0.93608606,0.35177103,1.0,0.25248295,0.7762565,0.25,1.0,3486.8284,76.50456,0.2070601,0.7650456
-0.9531827,0.3023951,0.8731373,0.28950515,0.809465,0.25,1.0,3465.2761,73.354935,0.20138843,0.73354936
-0.87914616,-0.47655222,0.0,0.2354858,0.7967469,0.75,1.0,4192.467,79.88078,0.39275447,0.7988078
-0.33468205,0.94233114,0.0,0.2522907,0.7639683,0.5,1.0,3524.1372,48.23,0.21687819,0.48229998
-0.8327493,0.55365026,0.65337706,0.28381255,0.7311642,0.0,1.0,3455.4482,65.36472,0.19880219,0.65364724
-0.9975425,-0.07006419,0.49736276,0.25271255,0.78072625,0.0,1.0,4229.024,67.8036,0.40237474,0.678036
-0.68421596,-0.72927946,0.0,0.24094631,0.7578451,0.0,0.0,2700.0,0.0,0.0,0.0
0.908606,-0.4176544,0.0,0.27972728,0.8103681,1.0,1.0,4819.737,90.70283,0.55782545,0.9070283
-0.74069536,0.671841,0.37892166,0.25610894,0.73215824,0.5,1.0,3469.028,72.39375,0.20237581,0.7239375
-0.43097702,0.9023629,0.50397515,0.24802697,0.80441576,0.0,1.0,3516.8682,49.620678,0.21496531,0.4962068
-0.8333429,0.5527563,0.78721386,0.2813359,0.7421465,0.0,0.0,2700.0,0.0,0.0,0.0
-0.7241602,-0.6896318,0.0,0.25399375,0.7662513,1.0,1.0,4148.004,86.374466,0.38105363,0.8637447
0.18709299,-0.9823422,0.0,0.28944,0.73702383,0.0,1.0,4828.7876,66.868454,0.5602073,0.66868454
-0.85122454,0.5248016,0.8217722,0.28812808,0.7397446,1.0,1.0,3516.6824,92.87338,0.21491638,0.9287338
-0.7500115,-0.66142476,0.0,0.27321905,0.7694115,0.75,1.0,4195.0605,78.27384,0.39343697,0.78273845
-0.038523015,-0.9992577,0.0,0.23400642,0.79415584,0.25,0.0,2700.0,0.0,0.0,0.0
-0.40272412,-0.9153214,0.0,0.23136516,0.7422936,1.0,1.0,4255.8696,82.19318,0.40943936,0.8219317
0.5625225,-0.826782,0.0,0.2902412,0.7488634,0.5,1.0,4793.878,77.01402,0.5510205,0.77014023
0.9605428,-0.27813223,0.0,0.2861947,0.7739349,0.0,1.0,4815.396,64.98681,0.5566832,0.6498681
-0.9124859,0.40910816,1.0,0.28846937,0.7581584,0.5,1.0,3566.8782,81.22176,0.22812584,0.8122176
-0.3689293,-0.9294575,0.0,0.27734,0.7742064,1.0,1.0,4242.0356,85.58579,0.40579885,0.85585797
-0.9726298,-0.23236024,0.080224246,0.24345702,0.78932554,0.5,1.0,4191.872,74.82161,0.39259794,0.7482161
0.670227,-0.74215615,0.0,0.26163852,0.7715161,0.0,1.0,4711.3315,64.34002,0.52929777,0.6434002
-0.5592154,-0.8290224,0.0,0.23334327,0.7785797,0.25,1.0,4195.679,68.40806,0.39359978,0.6840806
0.9745169,-0.22431384,0.0,0.2852139,0.76879674,1.0,1.0,4815.297,89.51168,0.5566571,0.8951168
-0.9672095,-0.25397992,0.0,0.26903772,0.8005191,0.75,1.0,4253.5596,78.886116,0.40883145,0.78886116
-0.9814437,-0.1917504,0.4564198,0.2523487,0.76459014,0.5,1.0,4201.2075,80.829124,0.39505467,0.80829126
-0.9906858,0.13616754,1.0,0.2757419,0.7400963,0.25,0.0,2700.0,0.0,0.0,0.0
0.6342066,-0.7731636,0.0,0.28508466,0.7518822,0.5,1.0,4756.2856,80.644,0.54112786,0.80644
0.7729785,-0.63443226,0.0,0.2622536,0.80273545,0.0,1.0,4823.328,65.49492,0.5587706,0.6549491
0.7111549,-0.7030354,0.0,0.23838079,0.75195247,0.25,1.0,4799.3193,70.32556,0.5524525,0.7032556
